"","X1","X2","MeanDecreaseAccuracy","MeanDecreaseGini"
"Thermotogaceae",2.49746643506249,-2.04245638511485,0.75026838724266,0.0861668666165096
"Nitrosopumilaceae",0.988045519656847,-1.1511180129526,0.0644494046540788,0.0844217048539077
"Sulfolobaceae",2.42655776307353,-2.43987344728305,0.470578267529023,0.133434296759109
"Methanosarcinaceae",-0.320901364882197,-1.87665683587197,-1.4074904719631,0.161678254909545
"Methanomicrobiaceae",1.43006354613351,-2.0517974549864,-0.359367816865343,0.0929179676199368
"Methanocellaceae",-1.65109682938211,-0.133483966956587,-1.17762341703823,0.0373652035329289
"Methanococcaceae",0.652242981581877,-2.42638252500416,-1.04038737881896,0.113218302421125
"Natrialbaceae",1.17156921688526,-2.66227721767523,-0.555550287099897,0.119830856881877
"Thermococcaceae",1.48318342485582,0.710911760239778,1.85309173297193,0.120867269851103
"Methanobacteriaceae",1.16855285501742,-1.28595506965963,0.0759630789023931,0.140221472894265
"Cuniculiplasmataceae",-1.30074732759325,0.466719157138711,-0.298575104229319,0.0349381098288039
"Endozoicomonadaceae",-2.35457652016593,-1.19152068436375,-2.25402024255276,0.069564770804534
"Methylococcaceae",-1.00913713895175,-1.70177703558202,-1.91883058930743,0.116874085854292
"Orbaceae",-0.160856106340944,-1.68828094432605,-0.995151776514602,0.0670430837826689
"Rhodobiaceae",2.64842414745801,-1.55064442326114,0.669763339479417,0.0796772377603844
"Methylophilaceae",0.469223695003192,-2.34697736508184,-1.29785867935061,0.0798141174300331
"Myxococcaceae",2.36482917597679,-3.11481055921577,-0.451038713902034,0.131523732675391
"Blattabacteriaceae",1.37278013071778,-1.3687958303262,-0.214468083929932,0.0476480983205564
"Chloroflexaceae",0.651220648105673,-1.29095248043065,-0.342500388415454,0.060705811549114
"Kangiellaceae",-0.69181032181349,0.493476206836057,-0.123069528472966,0.066439742234806
"Ferrimonadaceae",-1.18984941127513,-1.66316481162412,-1.95398993564565,0.0372149321771967
"Rhodanobacteraceae",2.67075616055491,-2.08030436263281,0.568579135542611,0.10744716179588
"Microbulbiferaceae",2.2591907359374,-2.58385393147118,-0.0803592664388116,0.0788628212476168
"Bartonellaceae",1.5564048494516,-1.03336506751221,0.306306339493424,0.1236824101638
"Carnobacteriaceae",-0.141714227473389,-1.64611095628516,-1.52217832295422,0.163983855278577
"Gottschalkiaceae",-0.89200052483776,0.843819898642518,-0.189001913851933,0.0347119738430536
